formula,sg,xc,flg
Gd2Pd2Sb2,186,"{'pbe': {'am': 14.32, 'tm': 13.99}}",
Ga4H4O16Se4,62,{'pbe': {}},
Cr3GaP4,215,"{'pbe': {'am': 10.37, 'tm': 8.91}}",['th']
Au14Sn6Y6,176,{'pbe': {}},
Au2Ba2Bi2,194,{'pbe': {}},
Br6Cs2Pb2,127,{'pbe': {}},
I12La6NaPt,148,{'pbe': {}},
Mo18S22Tl4,148,{'pbe': {}},
Cu2K2S6Zr2,63,{'pbe': {}},
Cu8Li8Sn8,141,{'pbe': {}},
Cu12N12Sr12,62,{'pbe': {}},
As4Cu3Na5O16,2,{'pbe': {}},
In2K4Na2P4,72,{'pbe': {}},
MgO6V2,12,{'pbe': {}},['ht']
C12Co2K4N12Na2,14,{'pbe': {}},
As4Mn4Ni4,62,"{'pbe': {'am': 15.71, 'tm': 14.6}}",
F6InK3,225,{'pbe': {}},['ht']
In12Ir4,136,{'pbe': {}},
N4O28Te8,62,"{'pbe': {'am': 4.65, 'tm': 4.24}}",
MgPdSb,216,{'pbe': {}},
Se12Ti8,163,{'pbe': {}},
Cu2O4Rb2,63,{'pbe': {}},
Al2MnTe4,121,"{'pbe': {'am': 5.04, 'tm': 5.0}}",
Ca9N6,12,{'pbe': {}},['hp']
Hg4Na4,63,{'pbe': {}},
Ag2Ga2S4,122,{'pbe': {}},
K4Nb2O23Si8,2,{'pbe': {}},
CoGa5Tb,123,"{'pbe': {'am': 6.14, 'tm': 5.75}}",
Cl11Hg5Tl,12,{'pbe': {}},
O30Rb4Si12Ti2,9,{'pbe': {}},
As2Ir2Rb,139,{'pbe': {}},
Li4O16Ru8,62,{'pbe': {}},
Ca2Mg2N8Si4,7,{'pbe': {}},['th']
AlB2Mn2,65,"{'pbe': {'am': 0.96, 'tm': 0.79}}",
F6FeSn,148,"{'pbe': {'am': 4.14, 'tm': 4.04}}",
Pd10Y6,63,{'pbe': {}},
O18V10,2,"{'pbe': {'am': 16.24, 'tm': 14.0}}",
BErRh3,221,"{'pbe': {'am': 3.36, 'tm': 3.3}}",
AuInO2,166,{'pbe': {}},['th']
As2Hf18W8,194,{'pbe': {}},
AgInO2,166,{'pbe': {}},
H14La2Ni10,186,{'pbe': {}},
Hf6Ni14,2,{'pbe': {}},
F6NiPt,148,"{'pbe': {'am': 2.1, 'tm': 2.0}}",
MgO8Zn7,6,{'pbe': {}},
B12H12K2,202,{'pbe': {}},
NiP3Si2,44,{'pbe': {}},
B12O20Rb4,15,{'pbe': {}},
Ge2S4,137,{'pbe': {}},
Ir2Li4Si6,194,{'pbe': {}},
Lu3Ni3Sn3,189,{'pbe': {}},
Nb2P2S2,71,{'pbe': {}},
B2Mg2Na2O6,15,{'pbe': {}},
Al6In6S18,169,{'pbe': {}},
Rh4Sb4,62,{'pbe': {}},
C8Li8,62,{'pbe': {}},['hp']
Ce6Ge26Ru8,223,"{'pbe': {'am': 2.6, 'tm': -2.12}}",
Cs3Mo2NaO8,164,{'pbe': {}},
Se12Tl20,85,{'pbe': {}},
O8Rb3V2Yb,164,"{'pbe': {'am': 1.06, 'tm': 1.0}}",
F8H16O4,14,{'pbe': {}},
Cl4O12Sb4Te4,62,{'pbe': {}},
Ag4Sr2,74,{'pbe': {}},
P6Ti6,193,{'pbe': {}},
Na8O12Pt4,15,{'pbe': {}},
F12Fe2Li2Rb4,166,"{'pbe': {'am': 10.11, 'tm': 10.0}}",
B6La6Mo6O36,4,{'pbe': {}},
K4O22Sb8,12,{'pbe': {}},
Cs4H8O32P8Sc4,14,{'pbe': {}},
B8Gd8Na8O28,14,"{'pbe': {'am': 56.06, 'tm': 56.0}}",
F14Ge2Rb6,127,{'pbe': {}},
Hf18P2Re8,194,{'pbe': {}},
Co2Ge2Lu,139,{'pbe': {}},
Bi6F20Tl2,225,{'pbe': {}},
Al4I16In4,11,{'pbe': {}},
Na5Sn2,166,{'pbe': {}},
B4Ge2Ir10Mg4,127,{'pbe': {}},
As2La2Rh2,109,{'pbe': {}},
CIr,187,{'pbe': {}},['th']
Cs4Mo4O32P8,14,"{'pbe': {'am': 4.75, 'tm': 4.0}}",
CoIn5Y,123,{'pbe': {}},
Ge2In8La6,140,{'pbe': {}},
O6Rb4Te2,12,"{'pbe': {'am': 0.06, 'tm': 0.05}}",
NRe,221,{'pbe': {}},['th']
Pt4Sn2Tb2,194,"{'pbe': {'am': 12.04, 'tm': 11.97}}",
Ag4Al4Cs4F24,62,{'pbe': {}},
Ir4Li8Mg4,215,{'pbe': {}},
B6Gd2O18Sr6,148,"{'pbe': {'am': 14.33, 'tm': 13.61}}",
CuGa5Te8,111,{'pbe': {}},
Mn2P2Se6,148,"{'pbe': {'am': 9.96, 'tm': 9.95}}",
I4P28Sr8,198,{'pbe': {}},
C2Co2Tb2,131,"{'pbe': {'am': 13.01, 'tm': 12.93}}",
O4S8Sb8,2,{'pbe': {}},
As8Ga2Na6Sr6,186,{'pbe': {}},
Li2Sb2Zn2,186,{'pbe': {}},
In16Te12,58,{'pbe': {}},
Mn3Ni3P3,189,"{'pbe': {'am': 8.28, 'tm': 7.09}}",
Eu3Na3O27S6,152,"{'pbe': {'am': 24.7, 'tm': 24.0}}",
C2Ag2N2O2,63,{'pbe': {}},
PdSc,221,{'pbe': {}},
Cu2F2H3KO8P2,12,"{'pbe': {'am': 2.21, 'tm': 2.05}}",
Bi2Cs2O4,15,{'pbe': {}},
Te4TiZr,10,{'pbe': {}},
Ag2Cl4Cs2,129,{'pbe': {}},['ht']
Ba8N12Ta4,15,{'pbe': {}},
Al6Ir2Y20,194,{'pbe': {}},
Na2O10Sm2Ti3,139,"{'pbe': {'am': 11.11, 'tm': 10.0}}",
O24Si3Ti4,215,"{'pbe': {'am': 20.51, 'tm': 20.05}}",
S20Zn20,156,{'pbe': {}},
Bi2Se2,42,{'pbe': {}},
ClO18Ru6Sr4,197,"{'pbe': {'am': 4.2, 'tm': 4.14}}",
Au4Mn,87,"{'pbe': {'am': 4.5600000000000005, 'tm': 4.17}}",
Ge8Li18,63,{'pbe': {}},
As2Ba2Mn2O,12,"{'pbe': {'am': 9.15, 'tm': 9.0}}",
Rh3Te4,12,{'pbe': {}},
Ir2Sc8,227,{'pbe': {}},
Pb2S4Sn2,26,{'pbe': {}},['th']
Ce2Ir4,227,{'pbe': {}},
Ge4Lu4Pt4,62,{'pbe': {}},
AuSc,221,{'pbe': {}},
Ag2EuSi2,139,"{'pbe': {'am': 6.9, 'tm': 6.75}}",
Al4Lu2O15Sr6,5,{'pbe': {}},
Ba2Cl2N6,11,{'pbe': {}},
O12Tl4V4,57,{'pbe': {}},
Ca2IP,166,{'pbe': {}},
Bi10La6Sc2,193,{'pbe': {}},
Fe10H14La2,186,"{'pbe': {'am': 26.33, 'tm': 24.71}}",['th']
Mg4O8V2,227,"{'pbe': {'am': 2.24, 'tm': 2.0}}",
Ce3Cu3Mg3,189,"{'pbe': {'am': 1.75, 'tm': -1.65}}",
AuLi3,225,{'pbe': {}},
C4BLiN4,215,{'pbe': {}},
Al8Ca4O24Si4,13,{'pbe': {}},
BaNb3O6,160,{'pbe': {}},
Ga4P4S16,14,{'pbe': {}},
C6FeN6Pb2,147,{'pbe': {}},
Cs12Se16Ta4,62,{'pbe': {}},
Fe3NPd,221,"{'pbe': {'am': 8.67, 'tm': 8.25}}",
CrF6Hg,148,"{'pbe': {'am': 2.18, 'tm': 2.0}}",
H4N2O4P2,67,"{'pbe': {'am': 4.31, 'tm': 4.0}}",
La12N4S12,62,{'pbe': {}},
Co8Ge14Hf8,139,{'pbe': {}},
C6H12Co6O18,148,"{'pbe': {'am': 18.34, 'tm': 18.0}}",
N18Sb2,148,{'pbe': {}},
Cs16Sb8,62,{'pbe': {}},
Br24W12,64,{'pbe': {}},
As2CaNi2,139,{'pbe': {}},
F3Sc,221,{'pbe': {}},
Mn4Si4Yb4,62,"{'pbe': {'am': 12.78, 'tm': 10.86}}",
Fe4La4O12,62,"{'pbe': {'am': 13.93, 'tm': 13.79}}",['ht']
Ag3F14Zr2,12,"{'pbe': {'am': 1.12, 'tm': 1.02}}",
C6Cd2FeN6,147,{'pbe': {}},
Bi16Zr8,58,{'pbe': {}},
B8H32Li2Y2,112,{'pbe': {}},
K32Pb16,142,{'pbe': {}},
C8Fe4Na12O32S2,203,"{'pbe': {'am': 16.1, 'tm': 16.0}}",
Ag16O20Te4,15,{'pbe': {}},
B4N4Na8,57,{'pbe': {}},
Ca6O18Si6,2,{'pbe': {}},['hp']
Dy2Ru4Zn40,227,{'pbe': {}},
C6FeN6Zn2,147,"{'pbe': {'am': 0.28, 'tm': 0.19}}",
B4Li5,160,{'pbe': {}},
F12Mn4N4,62,"{'pbe': {'am': 28.26, 'tm': 28.0}}",
Ag4La2,74,{'pbe': {}},
Sr4Zn20,62,{'pbe': {}},
As6Sr6,189,{'pbe': {}},
Pt12Si4,62,{'pbe': {}},['ht']
AlHSiSr,156,{'pbe': {}},
In4Mg10,72,{'pbe': {}},
EuSe,221,"{'pbe': {'am': 7.18, 'tm': 7.0}}",['th']
AuTi3,221,{'pbe': {}},
Mg8O8,72,{'pbe': {}},['th']
Ga20Ir12,118,{'pbe': {}},
Cl24Ga16H4,31,{'pbe': {}},
CoFe2Si,216,"{'pbe': {'am': 5.36, 'tm': 4.95}}",
BiLuNi,216,{'pbe': {}},
BaO2,139,{'pbe': {}},
N6O12,204,{'pbe': {}},
Al8K2O24Si4,15,"{'pbe': {'am': 2.13, 'tm': 2.01}}",
EuP,225,"{'pbe': {'am': 6.75, 'tm': 6.18}}",
Ga3O14Pb3SbSi2,150,{'pbe': {}},
Al4Co2Y2,63,{'pbe': {}},
Ba3Na3P3,189,{'pbe': {}},
B14Fe2Y6,63,{'pbe': {}},
Hf2Ni4Sb2,194,{'pbe': {}},
B2Fe2H6Na2O20P4,15,"{'pbe': {'am': 10.06, 'tm': 10.0}}",
Ba8Cd4Se12,62,{'pbe': {}},
Al3Na3O12Si3,145,{'pbe': {}},
C3B,115,{'pbe': {}},['th']
Cu4N24,62,{'pbe': {}},
Ca3Pb,221,{'pbe': {}},
AlNbRu2,225,{'pbe': {}},
Ge2Mo,139,{'pbe': {}},
CaO3Tc,221,"{'pbe': {'am': 0.73, 'tm': 0.72}}",['th']
C8Bi16O40,33,{'pbe': {}},
Ag16Se12Sn2,31,{'pbe': {}},
Cr4O24S6,148,"{'pbe': {'am': 12.68, 'tm': 12.0}}",
O24Y16,206,{'pbe': {}},
Cs2ErI6Na,225,"{'pbe': {'am': 3.01, 'tm': 2.9699999999999998}}",['ht']
Li8O16Sb8,14,{'pbe': {}},
W4Zr2,227,{'pbe': {}},
C4La4N8O2,15,{'pbe': {}},
CdY,221,{'pbe': {}},
Ag12Au4Te8,214,{'pbe': {}},
AuBiCa,216,{'pbe': {}},
Ce2CoIn8,123,"{'pbe': {'am': 1.94, 'tm': 1.77}}",
AlH6Na3,225,{'pbe': {}},
Cd11I22,156,{'pbe': {}},
Li4Mn2O8,70,"{'pbe': {'am': 2.21, 'tm': 2.0}}",
C4AuF12LiO12S4,2,{'pbe': {}},
Hf8O24Pb8,55,{'pbe': {}},
Ag3Pt,221,{'pbe': {}},
Br9Cs5Nb2S4,71,{'pbe': {}},
K2Sb4,12,{'pbe': {}},
Cr4Ta16Te16,55,{'pbe': {}},
Al6PtSi4Tb2,166,"{'pbe': {'am': 11.91, 'tm': 11.63}}",
Co2,194,"{'pbe': {'am': 3.62, 'tm': 3.24}}",
H2NaPd3,65,{'pbe': {}},
BaS3Zr,123,{'pbe': {}},
Ge2Sr2,63,{'pbe': {}},
Ca10Cl2Cr6O24,176,"{'pbe': {'am': 6.68, 'tm': 6.0}}",['ht']
Al2Ce2Ir2,194,{'pbe': {}},
In16La8Ni14,65,{'pbe': {}},
Mg4O24Pb8W4,62,{'pbe': {}},
InTe,225,{'pbe': {}},
Bi4F12,62,{'pbe': {}},
C16Cl16O8S4,15,{'pbe': {}},
Co16Gd8P12,189,"{'pbe': {'am': 58.58, 'tm': 55.17}}",
NRu,225,"{'pbe': {'am': 1.32, 'tm': 1.31}}",['th']
Na2Tl2,227,{'pbe': {}},
Al8Au4,62,{'pbe': {}},
Cl8Cs4Pt2,63,{'pbe': {}},
Ca10O20Si4,14,"{'pbe': {'am': 4.71, 'tm': 4.41}}",
Cs4I28W12,163,{'pbe': {}},
C12Mg8,62,{'pbe': {}},['th']
Ca6O24Ti12,63,{'pbe': {}},['hp']
Dy4Mo4O14,227,"{'pbe': {'am': 26.42, 'tm': 26.34}}",
Cr2F8Sr2,140,"{'pbe': {'am': 8.17, 'tm': 8.0}}",
Co2GeZn,225,{'pbe': {}},
C2H6N6Yb2,176,"{'pbe': {'am': 0.49, 'tm': 0.44}}",
CdLiP,216,{'pbe': {}},
Ba6Mn6O18,194,"{'pbe': {'am': 19.44, 'tm': 18.0}}",
AuSb2,225,{'pbe': {}},
Fe4Mg4O16Si4,62,"{'pbe': {'am': 16.09, 'tm': 16.0}}",['th']
Co4Ge4Ta4,62,{'pbe': {}},
H4K2N4O10Pd,2,{'pbe': {}},
Sn6Y10,193,{'pbe': {}},
Cr2Ga4S8,227,"{'pbe': {'am': 8.28, 'tm': 7.97}}",
NbO6RhSr2,225,{'pbe': {}},
Ge8Rb8Se20,15,{'pbe': {}},
C2KMgO10,2,"{'pbe': {'am': 9.26, 'tm': 9.04}}",
Fe8Tm4,194,"{'pbe': {'am': 24.1, 'tm': 20.72}}",
CMg2,225,{'pbe': {}},
S8Si2Sr4,11,{'pbe': {}},
Al4Au4Ba4,198,{'pbe': {}},
In4Mn4O14,227,"{'pbe': {'am': 12.96, 'tm': 12.0}}",
Cl2Te4Tl10,140,{'pbe': {}},
Ga6Pt6Zr6,190,{'pbe': {}},
La4Na8O20Si4,62,"{'pbe': {'am': 4.46, 'tm': 4.11}}",
Ag8O8,88,{'pbe': {}},
S8Sn2Sr4,40,{'pbe': {}},
Co2Y2,63,{'pbe': {}},
Al2F10O2Tl4,63,"{'pbe': {'am': 4.04, 'tm': 3.81}}",
N4Re2,11,{'pbe': {}},['th']
NiSn3Sr,107,{'pbe': {}},
N8Si6,173,{'pbe': {}},
Cs8S28Zr6,15,{'pbe': {}},
Ga4Sn4Sr4,194,{'pbe': {}},
Ge4InLu4Ru2,12,{'pbe': {}},
C8Ag4Cs2Cu2N8,13,{'pbe': {}},
Cl18Cs2Mn8,88,"{'pbe': {'am': 40.01, 'tm': 40.0}}",
Ga4H20Ni2Zr12,190,{'pbe': {}},
LuO8Rb3V2,164,{'pbe': {}},
Ag2P4S12Sc2,163,{'pbe': {}},
F12H24In2N6O6,161,{'pbe': {}},
Cs8K8O20Te4,136,{'pbe': {}},
BiMnPt,216,"{'pbe': {'am': 4.12, 'tm': 3.79}}",['th']
Ru2Si2Y,139,{'pbe': {}},
Bi8Br8,12,{'pbe': {}},
Mn4Na8O10,70,"{'pbe': {'am': 16.34, 'tm': 16.0}}",
InPr,221,"{'pbe': {'am': 2.63, 'tm': 2.63}}",
Cs3F9Ni3,166,"{'pbe': {'am': 6.18, 'tm': 6.0}}",
Ag20Ge4O16,14,{'pbe': {}},
As8In4Na4O28,15,{'pbe': {}},
C5Lu4Ni2,25,{'pbe': {}},
Cd6O18S6,148,{'pbe': {}},
Au4Cl4,141,{'pbe': {}},
Li3N,221,{'pbe': {}},['th']
HgNa3,166,{'pbe': {}},
Cl4Fe2H16O8,14,"{'pbe': {'am': 8.07, 'tm': 8.0}}",
Fe2Rb2S4,15,"{'pbe': {'am': 5.37, 'tm': 5.14}}",
Nb12P4,82,{'pbe': {}},
Co2Sc4Si4,12,{'pbe': {}},
Al2BaO7Sb2,155,{'pbe': {}},
F6Rb2Ti,225,{'pbe': {}},
Cs4Mo6O20,15,{'pbe': {}},
FeS6V3,148,{'pbe': {}},
H2K2S2,11,{'pbe': {}},
Ca2P6,2,{'pbe': {}},
Li,225,{'pbe': {}},
Si2,227,{'pbe': {}},
Br20Li4Sr8,14,{'pbe': {}},
Ge4Pb4S16Tl8,14,{'pbe': {}},
C8H24Se8,43,{'pbe': {}},
LiMgPtSn,216,{'pbe': {}},
AgF3Mg,221,{'pbe': {}},
Cu8O20Y8,33,"{'pbe': {'am': 8.6, 'tm': 8.0}}",
Au6Hf2,59,{'pbe': {}},
C6H18Al2Cl6P2,11,{'pbe': {}},
C2As6V10,193,{'pbe': {}},
F4K2Pd,12,{'pbe': {}},
H16Mg6Nb,225,"{'pbe': {'am': 2.15, 'tm': 1.99}}",['th']
Ga4Ge2La4S16,36,{'pbe': {}},
Ni4Sb28Zr12,62,{'pbe': {}},
Au4Bi2,227,{'pbe': {}},
Co3Ga16Y4,123,{'pbe': {}},
Cl4Cu2O4,53,"{'pbe': {'am': 6.2, 'tm': 6.0}}",
CCs2I18Zr7,148,{'pbe': {}},
Cs2F12Fe4,227,"{'pbe': {'am': 18.05, 'tm': 18.0}}",['ht']
Ca2Co2Ge4O12,15,"{'pbe': {'am': 6.11, 'tm': 6.0}}",
Re3Si3Zr3,189,{'pbe': {}},
B8Ba10F4O20,15,{'pbe': {}},
O36P8Rb4Ti6,4,"{'pbe': {'am': 5.15, 'tm': 4.49}}",
Cl4Cu10O16Se4,14,{'pbe': {}},
F20Rb2Y6,225,{'pbe': {}},
B6Lu2Ni3,65,{'pbe': {}},
I2O12Pb2Rb2,182,{'pbe': {}},
Au2Ca2Sn2,44,{'pbe': {}},
Au2Cs2F8,71,{'pbe': {}},
La3N6Ta2,139,{'pbe': {}},
CsP3Zn4,123,{'pbe': {}},
Cr6Na4O18,11,"{'pbe': {'am': 4.91, 'tm': 4.0}}",
Li8,220,{'pbe': {}},['hp']
H24N16O16Pt4,14,{'pbe': {}},
BiCs2F6Tl,225,{'pbe': {}},
Cu6F2K4O24P6Zn2,11,"{'pbe': {'am': 5.59, 'tm': 1.8}}",
O8V4Y4,88,{'pbe': {}},
Bi8Mn4O20,55,"{'pbe': {'am': 12.86, 'tm': 12.0}}",
Rh3Sn3Y3,189,{'pbe': {}},
Fe6Si2Zr4,194,"{'pbe': {'am': 12.24, 'tm': 7.9}}",
C8Cd2K4N8,227,{'pbe': {}},
Al12Ba4Li4N16,2,{'pbe': {}},['th']
Cs2Na2O6Ti2,63,{'pbe': {}},
As6Hf6Ru6,46,{'pbe': {}},
Hf18Re8S2,194,{'pbe': {}},
Ga4Ir4Sr3,217,{'pbe': {}},
F16Ge4Na12O16P4,62,{'pbe': {}},
K2O19Si8Zn2,5,{'pbe': {}},
O14Pt4Tl4,227,{'pbe': {}},
C2Cl2O4Pb2,12,{'pbe': {}},
Ni,229,"{'pbe': {'am': 0.65, 'tm': 0.58}}",
Cs6H18Mg6,59,{'pbe': {}},['th']
Ba16N14Ni12,15,{'pbe': {}},
BiLi,123,{'pbe': {}},
C8H12N4O14S2Sr2,2,{'pbe': {}},
Na4O12V4,62,{'pbe': {}},
As8Nb14,12,{'pbe': {}},
Ca4O24Ti8,14,"{'pbe': {'am': 9.24, 'tm': 8.02}}",
La9Rh6,148,{'pbe': {}},
As2K2Mg2,129,{'pbe': {}},
Co4Si4V4,62,{'pbe': {}},
AsF6NS2,12,{'pbe': {}},
N2Pt,187,{'pbe': {}},['th']
I12IrLa6Li,148,{'pbe': {}},
K6N2O6,108,{'pbe': {}},
Co8Si12,116,{'pbe': {}},
Ca6Co2Ir2O12,167,"{'pbe': {'am': 8.44, 'tm': 8.11}}",
Cl24Hf4Se16,138,{'pbe': {}},
BrRb,225,{'pbe': {}},
Mn3NPd,221,"{'pbe': {'am': 10.07, 'tm': 9.48}}",
Al6Pt10,55,{'pbe': {}},
GeMnRu2,225,"{'pbe': {'am': 3.41, 'tm': 3.04}}",
C12Cl12N12O4P4S12Sb4,217,{'pbe': {}},
Cu6S6,194,{'pbe': {}},
O14S2Te4,31,{'pbe': {}},
B2PrRh3,191,"{'pbe': {'am': 2.38, 'tm': 2.01}}",
Ca4Fe2O12W2,25,"{'pbe': {'am': 8.95, 'tm': 8.0}}",
AgO2Tl,166,{'pbe': {}},
S12Sn4Tl16,130,{'pbe': {}},
CoSc,221,{'pbe': {}},
K6O6S2V2,11,{'pbe': {}},
Ca4Mg4N16Si8,33,{'pbe': {}},['th']
Be4K4O16P4,33,{'pbe': {}},
Cr8Si10Zr4,72,{'pbe': {}},
Au4Cd4Rb4S8,54,{'pbe': {}},
F3Nb,221,"{'pbe': {'am': 2.03, 'tm': 2.0}}",
As8Cs8Se16,61,{'pbe': {}},
Hf4O32Te12,206,{'pbe': {}},
Cu2InNd,225,"{'pbe': {'am': 3.39, 'tm': 3.31}}",
Cl12N4Se8,14,{'pbe': {}},
Mg3Nb6O11,164,{'pbe': {}},
Ag2O4Pd2,10,{'pbe': {}},['th']
In2Mo6Se6,176,{'pbe': {}},
Al4Gd4Pt4,62,"{'pbe': {'am': 28.73, 'tm': 28.49}}",
H12La2O12P6,2,"{'pbe': {'am': 2.09, 'tm': 2.0}}",
As4Be4Ca4O20,14,"{'pbe': {'am': 4.48, 'tm': 4.17}}",
Ge4Rh4Ta4,62,{'pbe': {}},
Ga2In2Se4,140,{'pbe': {}},
Si4Te12Tl12,2,{'pbe': {}},
Cd4O24Pb4,201,"{'pbe': {'am': 4.74, 'tm': 4.51}}",
Cl8Cu8,205,{'pbe': {}},['hp']
F6In2,167,"{'pbe': {'am': 0.29, 'tm': 0.27}}",
Al2GeLi,225,{'pbe': {}},
C2Ga2Ti4,194,{'pbe': {}},
CdSnTe4Tl2,121,{'pbe': {}},
H24N4O16P4,19,{'pbe': {}},
Al2As2F2Na2O8,15,{'pbe': {}},
MgSe,216,{'pbe': {}},['th']
Ce2Fe2Ge4,63,{'pbe': {}},
Ca4In4Ni4,62,{'pbe': {}},
Mo4O8Sr4,88,{'pbe': {}},
Ge6O30Sc12,15,{'pbe': {}},
B6Pd32,15,{'pbe': {}},['th']
As4F24Hg6,14,{'pbe': {}},
Bi2Ti4,139,{'pbe': {}},
Cu2O2S2Sm2,129,"{'pbe': {'am': 11.23, 'tm': 9.99}}",
O22Ti12,2,{'pbe': {}},
BaSi2,164,{'pbe': {}},
K2Mn2O18P6,188,"{'pbe': {'am': 10.03, 'tm': 10.0}}",
C4K2O12Y2,15,{'pbe': {}},
Ba2Cu2La2O11Ti2,123,{'pbe': {}},
As4In4Ni12,57,{'pbe': {}},['th']
Mg4O24V8,60,{'pbe': {}},
Al4I4La6,12,{'pbe': {}},
Br6K2Os,225,"{'pbe': {'am': 2.14, 'tm': 2.0}}",
Ga2S2,191,{'pbe': {}},
Cr4Hf4P4,62,"{'pbe': {'am': 4.97, 'tm': 4.28}}",
Cr2H20Mg2O18,2,{'pbe': {}},
As4Rh8,62,{'pbe': {}},
CrCsP2S7,5,"{'pbe': {'am': 3.52, 'tm': 3.0}}",
Cr2F6,167,"{'pbe': {'am': 6.18, 'tm': 6.0}}",
As8Ca12H4Li4,62,{'pbe': {}},
RhZr,221,{'pbe': {}},['ht']
Cu4La4S4Te4,14,{'pbe': {}},
Ni6Sb8Zr6,220,{'pbe': {}},
C12H6F10O6Se2,2,{'pbe': {}},
B4Bi4O12,14,{'pbe': {}},
LaMg,221,{'pbe': {}},
O16Re4Tl4,62,{'pbe': {}},
ClTl,225,{'pbe': {}},
C8H8O16Sr4,92,{'pbe': {}},['ht']
Pt4Si4Sr4,198,{'pbe': {}},
Cl12F8Sb4,79,{'pbe': {}},
Ge6Rh7Sc4,229,{'pbe': {}},
Co8N4Nb16,227,{'pbe': {}},
Cu2O12Sb4,136,"{'pbe': {'am': 2.18, 'tm': 2.04}}",['ht']
Ba2Cr2O14P4,2,"{'pbe': {'am': 8.22, 'tm': 8.0}}",
Cs6H2O16Se4,15,{'pbe': {}},['ht']
CoCu2S4Sn,121,"{'pbe': {'am': 2.89, 'tm': 2.84}}",
Fe2O12Sr4W2,14,"{'pbe': {'am': 8.86, 'tm': 8.0}}",
O14Si4Sr4Zn2,113,{'pbe': {}},
Cl6Mg2Na2,148,{'pbe': {}},
Al4Li4N8Sr4,14,{'pbe': {}},['th']
C4B4Mg2,58,{'pbe': {}},
Ag2N8O6,190,"{'pbe': {'am': 18.13, 'tm': 18.01}}",
Al4F24Pd4Rb4,62,"{'pbe': {'am': 8.24, 'tm': 8.0}}",
Gd2K2Te8,125,"{'pbe': {'am': 14.26, 'tm': 13.95}}",
Ni2Se2,129,{'pbe': {}},['th']
AlH6LiNa2,225,{'pbe': {}},
Bi2FeLu6,189,"{'pbe': {'am': 1.97, 'tm': 0.6900000000000001}}",
Ni6P3,189,{'pbe': {}},
Cl4Nb2S4,12,{'pbe': {}},
Al4O8Zn2,227,{'pbe': {}},['hp']
Au6Bi8La6,220,{'pbe': {}},
Cl2Co,166,"{'pbe': {'am': 3.04, 'tm': 3.0}}",
Hg4Mg8,62,{'pbe': {}},
Bi4K8Zn2,20,{'pbe': {}},
Cd4Cu4O24Se8,14,"{'pbe': {'am': 4.41, 'tm': 4.0}}",
Ir8Si20Y10,127,{'pbe': {}},
Mn2Se2,129,"{'pbe': {'am': 3.49, 'tm': 2.79}}",['th']
Au4In8Na12,227,{'pbe': {}},
Al10Nb20,136,{'pbe': {}},
Mo12Ni10Re8,136,{'pbe': {}},['th']
Lu12Os4,62,{'pbe': {}},
AuTe2,12,{'pbe': {}},
HgK2Se4Sn,121,{'pbe': {}},
In2K6P4,72,{'pbe': {}},
Mo4O24Rb8Se4,62,{'pbe': {}},
C2Al8Co2Ta24,227,{'pbe': {}},
Nb12Pt36,11,{'pbe': {}},
As2Ba3O8,166,{'pbe': {}},
C2H12Br6Cd2N6,15,{'pbe': {}},
CoNbSn,216,{'pbe': {}},
Co4In12,136,{'pbe': {}},
S26Zn26,156,{'pbe': {}},
C4H16Cs4N12,62,{'pbe': {}},
K4P6,69,{'pbe': {}},
Ca2F2H8O10P2,2,{'pbe': {}},
As16Se12,62,{'pbe': {}},
Cd10I20,156,{'pbe': {}},
Be4F16Pb4,62,{'pbe': {}},
Mn4O16Rb8,62,"{'pbe': {'am': 4.4, 'tm': 4.0}}",
Cd2Cl10Cs6,140,{'pbe': {}},
Al8La8Ni8,62,{'pbe': {}},
Al3Cu3Nd3,189,"{'pbe': {'am': 10.4, 'tm': 10.13}}",
K4Mo18S22,167,{'pbe': {}},
B6Gd6O18,155,"{'pbe': {'am': 42.13, 'tm': 42.0}}",
Cl32O8Re8,14,"{'pbe': {'am': 9.37, 'tm': 8.0}}",
P4Zr4,194,{'pbe': {}},
Gd16Na4Sn16,62,"{'pbe': {'am': 117.37, 'tm': 115.33}}",
IrMgO6Sr2,225,"{'pbe': {'am': 2.68, 'tm': 2.5}}",
C6CoCsMnN6,216,"{'pbe': {'am': 5.8100000000000005, 'tm': 5.0}}",
Be26Gd2,226,"{'pbe': {'am': 14.67, 'tm': 14.43}}",
Al42Pt16,88,{'pbe': {}},
I4In4Te4,14,{'pbe': {}},
Cr2H24N8O8Pd2,141,{'pbe': {}},
As4Mo5,87,{'pbe': {}},
BaO3Tb,221,"{'pbe': {'am': 6.99, 'tm': 6.98}}",['ht']
Rh6Si4Y2,74,{'pbe': {}},
C4H12O12Pd2S4,14,{'pbe': {}},
Hf2La2O28,227,{'pbe': {}},
O48Si24,74,{'pbe': {}},
BiNiY,216,{'pbe': {}},
C4N4O4Pb4S4,62,{'pbe': {}},
Al8F32K8,62,{'pbe': {}},
CoMo,221,"{'pbe': {'am': 2.2, 'tm': 2.17}}",['th']
FHOZn,156,{'pbe': {}},
Gd6Ni16Sn8,186,"{'pbe': {'am': 43.65, 'tm': 43.14}}",
Mn6O20Sr8,64,"{'pbe': {'am': 18.91, 'tm': 18.0}}",
NiSnTi,216,{'pbe': {}},
